Designation,Resource Allocation,Mental Fatigue Score,Work Hours per Week,Sleep Hours,Work-Life Balance Score,Manager Support Score,Deadline Pressure Score,Team Size,Recognition Frequency,Gender_Male,Company Type_Service,WFH Setup Available_Yes
2.0,3,4.4,43.0,7.0,5.0,4.0,3.0,6,4.0,1.0,1.0,0.0
2.0,2,4.7,39.0,7.8,4.0,3.0,2.0,9,5.0,1.0,1.0,1.0
3.0,4,6.5,52.0,6.4,1.0,1.0,4.0,5,0.0,1.0,1.0,1.0
1.0,3,5.1,53.0,5.5,2.0,2.0,5.0,16,0.0,1.0,1.0,1.0
2.0,5,3.7,36.0,7.4,5.0,3.0,2.0,3,5.0,0.0,1.0,1.0
1.0,3,5.8,49.0,5.7,1.0,1.0,4.0,19,1.0,1.0,0.0,1.0
4.0,7,6.3,56.0,5.3,1.0,1.0,4.0,4,0.0,0.0,1.0,0.0
3.0,5,5.2,40.0,6.9,5.0,3.0,2.0,17,5.0,0.0,1.0,0.0
0.0,1,3.8,44.0,7.3,4.0,5.0,1.0,9,2.0,1.0,0.0,1.0
1.0,2,5.2,41.0,7.1,3.0,4.0,1.0,6,4.0,1.0,1.0,0.0
2.0,5,3.7,37.0,7.3,5.0,5.0,1.0,4,5.0,1.0,1.0,0.0
4.0,8,8.0,51.0,5.6,1.0,1.0,4.0,5,0.0,0.0,0.0,1.0
4.0,6,7.9,55.0,5.3,2.0,2.0,4.0,5,1.0,0.0,1.0,1.0
2.0,5,6.653435395336011,56.0,5.1,2.0,2.0,4.0,16,0.0,1.0,1.0,1.0
2.0,5,6.8,59.0,5.9,1.0,3.0,4.0,15,0.0,0.0,1.0,0.0
3.0,6,7.9,57.0,4.6,1.0,1.0,4.0,5,1.0,1.0,0.0,0.0
3.0,4,6.0,49.0,5.1,2.0,1.0,5.0,13,1.0,0.0,1.0,0.0
0.0,1,1.9,40.0,6.9,5.0,3.0,1.0,7,3.0,1.0,1.0,1.0
3.0,6,7.289734677788777,59.0,5.9,2.0,1.0,5.0,6,0.0,0.0,1.0,0.0
3.0,5,5.4,51.0,5.4,1.0,1.0,4.0,16,0.0,0.0,1.0,1.0
1.0,3,5.9,51.0,4.9,2.0,1.0,5.0,15,0.0,1.0,1.0,1.0
3.0,5,5.7,38.0,7.7,4.0,5.0,3.0,6,4.0,0.0,1.0,1.0
2.0,4,6.0,56.0,5.6,2.0,2.0,5.0,4,1.0,0.0,0.0,1.0
2.0,5,6.4,57.0,6.5,2.0,1.0,5.0,4,0.0,0.0,1.0,1.0
1.0,2,4.8,37.0,7.1,5.0,4.0,3.0,3,2.0,1.0,1.0,1.0
2.0,4,5.2,36.0,7.5,5.0,4.0,3.0,3,4.0,1.0,0.0,0.0
2.0,5,7.1,51.0,6.1,2.0,2.0,4.0,19,1.0,1.0,1.0,0.0
4.0,7,7.9,49.0,5.8,1.0,2.0,4.0,18,1.0,1.0,1.0,0.0
1.0,4,6.2,55.0,4.7,1.0,3.0,5.0,6,1.0,1.0,0.0,1.0
2.0,4,5.0,38.0,7.4,5.0,3.0,1.0,13,5.0,1.0,1.0,1.0
2.0,3,5.9,37.0,7.5,4.0,3.0,1.0,15,3.0,0.0,1.0,1.0
3.0,8,8.8,54.0,5.0,2.0,1.0,4.0,18,1.0,1.0,1.0,0.0
2.0,3,4.0,35.0,7.5,4.0,4.0,3.0,15,3.0,1.0,0.0,1.0
1.0,3,3.5,39.0,6.8,3.0,5.0,2.0,8,3.0,1.0,0.0,1.0
4.0,8,8.6,54.0,5.3,2.0,1.0,4.0,10,0.0,0.0,1.0,0.0
3.0,7,6.1,58.0,5.3,2.0,1.0,5.0,12,1.0,1.0,1.0,0.0
5.0,8,8.1,50.0,4.7,2.0,2.0,4.0,3,0.0,0.0,1.0,1.0
1.0,2,3.5,40.0,6.7,4.0,4.0,2.0,8,4.0,0.0,1.0,1.0
5.0,8,7.7,51.0,5.4,2.0,2.0,5.0,4,1.0,1.0,1.0,0.0
2.0,4,5.2,36.0,5.7,3.0,3.0,3.0,11,5.0,1.0,0.0,1.0
5.0,9,7.7,52.0,5.7,2.0,3.0,4.0,6,1.0,0.0,0.0,0.0
1.0,3,2.0,43.0,7.7,4.0,3.0,1.0,3,5.0,1.0,0.0,1.0
0.0,1,2.4,40.0,7.1,3.0,4.0,2.0,9,3.0,1.0,1.0,0.0
2.0,4,6.6,58.0,5.5,2.0,3.0,4.0,16,1.0,1.0,1.0,1.0
2.0,5,6.482115715940781,58.0,6.0,2.0,3.0,4.0,11,1.0,0.0,0.0,1.0
4.0,6,7.088396678880377,55.0,5.5,2.0,2.0,5.0,7,0.0,0.0,1.0,1.0
3.0,6,7.0,48.0,6.5,1.0,3.0,5.0,16,0.0,0.0,1.0,0.0
1.0,2,2.5,44.0,6.8,5.0,5.0,1.0,14,4.0,0.0,0.0,0.0
3.0,5,7.1,49.0,5.9,1.0,3.0,4.0,9,0.0,0.0,1.0,0.0
3.0,4,4.595708105202777,44.0,7.0,4.0,4.0,2.0,6,4.0,0.0,1.0,0.0
3.0,5,6.1,49.0,5.3,1.0,3.0,5.0,10,1.0,0.0,1.0,1.0
2.0,4,6.1,53.0,5.2,1.0,2.0,4.0,14,1.0,0.0,1.0,0.0
3.0,6,7.1,56.0,4.8,1.0,1.0,4.0,7,1.0,1.0,1.0,1.0
1.0,2,2.5,42.0,6.6,5.0,5.0,2.0,17,2.0,0.0,1.0,1.0
3.0,6,5.7,59.0,6.0,2.0,2.0,5.0,7,1.0,0.0,1.0,0.0
3.0,8,8.2,59.0,5.1,1.0,1.0,4.0,11,1.0,1.0,1.0,1.0
3.0,5,6.4,51.0,5.1,2.0,2.0,5.0,12,1.0,0.0,0.0,1.0
0.0,2,4.1,44.0,5.6,5.0,3.0,3.0,6,2.0,0.0,1.0,1.0
4.0,7,7.6,58.0,5.3,2.0,3.0,4.0,4,0.0,0.0,0.0,0.0
1.0,3,5.6,57.0,5.4,1.0,3.0,4.0,7,0.0,0.0,0.0,1.0
5.0,10,9.9,56.0,5.0,2.0,3.0,4.0,17,1.0,0.0,1.0,1.0
3.0,6,5.9,57.0,6.7,2.0,1.0,4.0,4,1.0,1.0,0.0,0.0
0.0,1,4.1,36.0,6.1,3.0,3.0,1.0,4,5.0,1.0,1.0,0.0
3.0,7,7.6,58.0,5.6,2.0,2.0,4.0,15,1.0,0.0,1.0,1.0
1.0,4,5.897634444359266,49.0,5.1,2.0,3.0,4.0,18,1.0,1.0,0.0,0.0
4.0,8,6.9,54.0,5.6,1.0,2.0,4.0,13,0.0,1.0,1.0,0.0
1.0,1,2.8,43.0,7.1,4.0,3.0,3.0,17,4.0,1.0,0.0,1.0
4.0,8,9.4,53.0,6.3,1.0,2.0,5.0,16,1.0,1.0,1.0,0.0
0.0,1,1.0,39.0,6.5,4.0,5.0,1.0,19,4.0,0.0,1.0,0.0
3.0,5,6.7,48.0,4.8,1.0,3.0,5.0,5,0.0,0.0,1.0,1.0
3.0,5,6.9,49.0,5.5,2.0,3.0,4.0,13,1.0,1.0,0.0,0.0
3.0,5,6.547924796406133,55.0,6.0,2.0,2.0,5.0,5,0.0,0.0,0.0,1.0
3.0,6,6.4,53.0,5.0,2.0,2.0,5.0,6,0.0,0.0,0.0,0.0
3.0,6,4.6,42.0,7.7,3.0,5.0,1.0,3,5.0,0.0,1.0,1.0
4.0,7,7.4,57.0,5.4,2.0,3.0,4.0,18,0.0,1.0,0.0,0.0
3.0,5,6.0,52.0,5.8,1.0,1.0,4.0,19,0.0,0.0,1.0,1.0
1.0,1,3.3,42.0,7.4,4.0,3.0,2.0,4,3.0,1.0,1.0,1.0
2.0,4,5.1,52.0,5.3,2.0,3.0,5.0,6,1.0,0.0,1.0,1.0
3.0,5,5.3,58.0,5.0,2.0,1.0,4.0,4,1.0,1.0,1.0,1.0
2.0,4,5.7,35.0,6.9,3.0,5.0,2.0,10,5.0,0.0,1.0,1.0
2.0,4,6.9,54.0,5.9,2.0,3.0,4.0,3,1.0,0.0,1.0,0.0
4.0,8,8.6,48.0,5.4,2.0,3.0,4.0,13,0.0,1.0,0.0,0.0
1.0,4,4.6,44.0,7.2,5.0,3.0,3.0,8,2.0,0.0,1.0,0.0
2.0,6,8.5,51.0,6.2,2.0,2.0,5.0,6,0.0,0.0,1.0,0.0
5.0,9,10.0,53.0,5.7,1.0,1.0,4.0,6,0.0,1.0,1.0,0.0
4.0,7,6.6,55.0,5.6,2.0,1.0,4.0,15,0.0,0.0,0.0,0.0
1.0,3,5.794039855251182,56.0,5.8,1.0,1.0,5.0,17,0.0,0.0,0.0,0.0
4.0,9,8.84334139513937,57.0,5.8,2.0,1.0,5.0,13,1.0,1.0,1.0,0.0
1.0,5,7.2,51.0,5.7,2.0,3.0,4.0,13,0.0,0.0,1.0,0.0
2.0,3,4.3,39.0,8.0,5.0,4.0,1.0,4,4.0,0.0,0.0,1.0
2.0,4,4.9,50.0,5.4,1.0,3.0,5.0,9,0.0,0.0,1.0,1.0
3.0,7,6.7,59.0,5.4,1.0,2.0,4.0,11,1.0,1.0,0.0,1.0
1.0,3,3.8,44.0,7.0,3.0,5.0,3.0,13,4.0,1.0,1.0,1.0
1.0,3,4.7,49.0,5.2,2.0,3.0,5.0,12,0.0,1.0,1.0,1.0
1.0,3,4.254420680205929,36.0,6.7,3.0,4.0,3.0,16,5.0,1.0,0.0,1.0
2.0,2,2.4,37.0,6.6,4.0,4.0,1.0,10,4.0,0.0,1.0,1.0
2.0,5,7.2,55.0,5.6,2.0,3.0,4.0,12,0.0,1.0,1.0,1.0
2.0,6,8.5,49.0,5.3,2.0,3.0,4.0,10,1.0,0.0,0.0,0.0
0.0,1,3.0337743189917057,44.0,5.9,5.0,3.0,1.0,4,5.0,0.0,1.0,1.0
1.0,1,2.2,41.0,7.4,5.0,4.0,2.0,7,2.0,0.0,1.0,1.0
3.0,6,8.1,53.0,5.3,2.0,2.0,4.0,5,0.0,1.0,0.0,0.0
2.0,4,6.4,54.0,5.9,2.0,1.0,5.0,14,0.0,1.0,1.0,1.0
4.0,7,5.4,52.0,5.6,2.0,3.0,5.0,14,0.0,1.0,1.0,0.0
1.0,3,3.7,36.0,6.4,4.0,3.0,3.0,14,3.0,0.0,1.0,1.0
5.0,9,7.8,49.0,4.6,1.0,3.0,4.0,14,1.0,1.0,0.0,0.0
1.0,3,6.0,58.0,5.5,1.0,3.0,4.0,4,0.0,1.0,1.0,1.0
3.0,7,7.8,57.0,5.2,2.0,2.0,4.0,8,0.0,1.0,0.0,0.0
3.0,5,4.7,37.0,6.7,5.0,4.0,2.0,11,4.0,0.0,1.0,0.0
4.0,7,7.671354173875004,48.0,4.9,1.0,1.0,5.0,4,1.0,0.0,1.0,0.0
3.0,4,6.9,49.0,4.4,1.0,1.0,4.0,14,1.0,0.0,1.0,1.0
2.0,5,5.5,57.0,6.3,1.0,1.0,5.0,3,0.0,0.0,1.0,0.0
1.0,4,5.2,39.0,6.3,5.0,4.0,2.0,19,5.0,0.0,1.0,1.0
3.0,6,8.4,52.0,5.7,2.0,2.0,5.0,19,0.0,0.0,0.0,0.0
3.0,6,5.7,41.0,7.2,5.0,3.0,1.0,15,3.0,1.0,1.0,0.0
2.0,4,5.7,44.0,7.6,5.0,3.0,1.0,8,5.0,0.0,0.0,1.0
1.0,3,4.4,35.0,6.4,3.0,5.0,2.0,15,5.0,0.0,0.0,0.0
2.0,5,6.8,49.0,5.9,2.0,2.0,4.0,15,1.0,1.0,1.0,1.0
3.0,7,8.5,49.0,6.2,2.0,3.0,5.0,4,1.0,0.0,1.0,1.0
2.0,4,4.0,43.0,7.5,3.0,4.0,2.0,16,3.0,1.0,1.0,1.0
2.0,4,5.6,37.0,6.8,4.0,4.0,3.0,11,2.0,0.0,1.0,0.0
3.0,5,5.0,54.0,5.8,2.0,1.0,4.0,17,1.0,0.0,1.0,1.0
4.0,8,7.9,55.0,6.1,1.0,2.0,5.0,19,1.0,1.0,0.0,0.0
2.0,2,4.5,36.0,7.4,3.0,5.0,2.0,4,3.0,0.0,1.0,1.0
1.0,4,4.6,54.0,5.8,1.0,3.0,4.0,19,1.0,0.0,0.0,0.0
3.0,8,8.1,56.0,5.4,1.0,2.0,5.0,10,1.0,0.0,1.0,0.0
3.0,5,6.4,57.0,4.8,2.0,3.0,5.0,8,1.0,1.0,1.0,0.0
4.0,7,8.8,51.0,4.4,1.0,1.0,4.0,16,1.0,0.0,1.0,0.0
0.0,1,1.9,40.0,6.9,4.0,4.0,1.0,8,3.0,0.0,0.0,0.0
4.0,9,8.2,59.0,5.2,2.0,2.0,5.0,4,0.0,0.0,0.0,1.0
2.0,5,5.5,37.0,6.4,5.0,3.0,3.0,3,4.0,1.0,1.0,1.0
1.0,3,4.8,44.0,6.2,4.0,4.0,2.0,17,3.0,0.0,0.0,1.0
2.0,6,5.9,54.0,5.4,2.0,3.0,5.0,18,1.0,0.0,1.0,0.0
4.0,6,8.0,56.0,6.3,1.0,3.0,5.0,13,1.0,1.0,0.0,0.0
4.0,6,6.4,58.0,6.2,1.0,3.0,5.0,14,0.0,1.0,1.0,0.0
0.0,1,5.0,35.0,6.7,4.0,4.0,3.0,4,2.0,0.0,1.0,1.0
2.0,3,6.5,51.0,5.5,2.0,3.0,4.0,14,0.0,0.0,1.0,1.0
2.0,5,4.9,52.0,5.9,2.0,2.0,5.0,19,0.0,0.0,0.0,1.0
